状态ID,页面ID,平台,页面,状态码,进入条件,展示行为,允许操作,禁用操作,恢复策略,埋点事件,是否终态,成熟度
STA-01401,ADM-CONFIG-005,ADMIN,支付网关配置,UNKNOWN,客户端无法确认服务端最终结果,显示处理中并调用查单/查询接口,继续查询/返回,与当前状态、权限或服务端version冲突的所有写操作,禁止直接判定失败并重复扣款,page_state_adm_config_005_unknown,否,FROZEN_V1.2.2
STA-01402,ADM-CONFIG-005,ADMIN,支付网关配置,OFFLINE,网络不可用,只读页面可展示标记为缓存的数据；写操作禁用,重试网络,与当前状态、权限或服务端version冲突的所有写操作,恢复网络后主动刷新,page_state_adm_config_005_offline,否,FROZEN_V1.2.2
STA-01403,ADM-CONFIG-005,ADMIN,支付网关配置,NO_PERMISSION,后台角色或数据范围不足,隐藏敏感内容并记录访问拒绝,返回/申请权限,与当前状态、权限或服务端version冲突的所有写操作,禁止仅靠前端绕过,page_state_adm_config_005_no_permission,是,FROZEN_V1.2.2
STA-01404,ADM-CONFIG-006,ADMIN,支付宝企业付款配置,LOADING,首屏数据请求进行中,显示与最终布局一致的骨架屏,返回,与当前状态、权限或服务端version冲突的所有写操作,失败后显示重试,page_state_adm_config_006_loading,否,FROZEN_V1.2.2
STA-01405,ADM-CONFIG-006,ADMIN,支付宝企业付款配置,CONTENT,核心数据完整且可交互,展示内容并按权限/状态机计算操作入口,页面定义的读写动作,与当前状态、权限或服务端version冲突的所有写操作,刷新或执行操作,page_state_adm_config_006_content,否,FROZEN_V1.2.2
STA-01406,ADM-CONFIG-006,ADMIN,支付宝企业付款配置,EMPTY,查询成功但无符合条件的数据,展示业务化空状态、当前筛选和明确下一步,清除筛选/创建/返回,与当前状态、权限或服务端version冲突的所有写操作,修改筛选或执行主行动,page_state_adm_config_006_empty,否,FROZEN_V1.2.2
STA-01407,ADM-CONFIG-006,ADMIN,支付宝企业付款配置,RECONCILING,对账任务执行中,展示渠道、账期和进度,查询/取消（允许时）,与当前状态、权限或服务端version冲突的所有写操作,重复触发应幂等,page_state_adm_config_006_reconciling,否,FROZEN_V1.2.2
STA-01408,ADM-CONFIG-006,ADMIN,支付宝企业付款配置,PENDING_APPROVAL,敏感变更等待双人复核,锁定关键字段，展示审批进度,撤回（允许时）/查看审批,与当前状态、权限或服务端version冲突的所有写操作,申请人不得自审,page_state_adm_config_006_pending_approval,否,FROZEN_V1.2.2
STA-01409,ADM-CONFIG-006,ADMIN,支付宝企业付款配置,CONFLICT,expectedVersion或状态机冲突,展示数据已变化和差异摘要,重新加载/放弃本地变更,与当前状态、权限或服务端version冲突的所有写操作,禁止盲目覆盖,page_state_adm_config_006_conflict,否,FROZEN_V1.2.2
STA-01410,ADM-CONFIG-006,ADMIN,支付宝企业付款配置,ERROR,请求失败且无法展示可靠内容,展示稳定错误码、requestId、重试和返回,重试/返回,与当前状态、权限或服务端version冲突的所有写操作,按错误码恢复,page_state_adm_config_006_error,否,FROZEN_V1.2.2
STA-01411,ADM-CONFIG-006,ADMIN,支付宝企业付款配置,QUOTE_READY,服务端报价有效,展示最终金额、费用、权益和过期时间,确认下单/返回,与当前状态、权限或服务端version冲突的所有写操作,过期后必须重新报价,page_state_adm_config_006_quote_ready,否,FROZEN_V1.2.2
STA-01412,ADM-CONFIG-006,ADMIN,支付宝企业付款配置,PAYMENT_PENDING,支付已创建但未确认最终结果,轮询/订阅服务端订单状态,查询/返回,与当前状态、权限或服务端version冲突的所有写操作,不得重复创建订单,page_state_adm_config_006_payment_pending,否,FROZEN_V1.2.2
STA-01413,ADM-CONFIG-006,ADMIN,支付宝企业付款配置,UNKNOWN,客户端无法确认服务端最终结果,显示处理中并调用查单/查询接口,继续查询/返回,与当前状态、权限或服务端version冲突的所有写操作,禁止直接判定失败并重复扣款,page_state_adm_config_006_unknown,否,FROZEN_V1.2.2
STA-01414,ADM-CONFIG-006,ADMIN,支付宝企业付款配置,OFFLINE,网络不可用,只读页面可展示标记为缓存的数据；写操作禁用,重试网络,与当前状态、权限或服务端version冲突的所有写操作,恢复网络后主动刷新,page_state_adm_config_006_offline,否,FROZEN_V1.2.2
STA-01415,ADM-CONFIG-006,ADMIN,支付宝企业付款配置,NO_PERMISSION,后台角色或数据范围不足,隐藏敏感内容并记录访问拒绝,返回/申请权限,与当前状态、权限或服务端version冲突的所有写操作,禁止仅靠前端绕过,page_state_adm_config_006_no_permission,是,FROZEN_V1.2.2
STA-01416,ADM-CONFIG-007,ADMIN,实名认证配置,LOADING,首屏数据请求进行中,显示与最终布局一致的骨架屏,返回,与当前状态、权限或服务端version冲突的所有写操作,失败后显示重试,page_state_adm_config_007_loading,否,FROZEN_V1.2.2
STA-01417,ADM-CONFIG-007,ADMIN,实名认证配置,ACTIVE_VERSION,配置当前生效版本,只读展示值、来源、生效时间和审计,创建草稿/回滚申请,与当前状态、权限或服务端version冲突的所有写操作,秘密仅显示配置状态,page_state_adm_config_007_active_version,否,FROZEN_V1.2.2
STA-01418,ADM-CONFIG-007,ADMIN,实名认证配置,DRAFT,存在未生效配置/规则/模板草稿,显示与当前版本差异,编辑/校验/提交审批,与当前状态、权限或服务端version冲突的所有写操作,不得影响运行时,page_state_adm_config_007_draft,否,FROZEN_V1.2.2
STA-01419,ADM-CONFIG-007,ADMIN,实名认证配置,VALIDATING,正在验证一次性state或输入,显示处理中，不暴露敏感参数,返回（允许时）,与当前状态、权限或服务端version冲突的所有写操作,参数立即从URL清理,page_state_adm_config_007_validating,否,FROZEN_V1.2.2
STA-01420,ADM-CONFIG-007,ADMIN,实名认证配置,PENDING_APPROVAL,敏感变更等待双人复核,锁定关键字段，展示审批进度,撤回（允许时）/查看审批,与当前状态、权限或服务端version冲突的所有写操作,申请人不得自审,page_state_adm_config_007_pending_approval,否,FROZEN_V1.2.2
STA-01421,ADM-CONFIG-007,ADMIN,实名认证配置,ACTIVATING,配置版本原子激活中,显示步骤和回滚点,查询状态,与当前状态、权限或服务端version冲突的所有写操作,不得并行激活,page_state_adm_config_007_activating,否,FROZEN_V1.2.2
STA-01422,ADM-CONFIG-007,ADMIN,实名认证配置,ERROR,请求失败且无法展示可靠内容,展示稳定错误码、requestId、重试和返回,重试/返回,与当前状态、权限或服务端version冲突的所有写操作,按错误码恢复,page_state_adm_config_007_error,否,FROZEN_V1.2.2
STA-01423,ADM-CONFIG-007,ADMIN,实名认证配置,PENDING,结果等待审核、支付或异步处理,展示当前阶段、预计动作和刷新入口,刷新/返回,与当前状态、权限或服务端version冲突的所有写操作,通过查询更新,page_state_adm_config_007_pending,否,FROZEN_V1.2.2
STA-01424,ADM-CONFIG-007,ADMIN,实名认证配置,REJECTED,审核或审批被拒绝,展示结构化原因和可编辑范围,修改/申诉/返回,与当前状态、权限或服务端version冲突的所有写操作,原版本保持不可用,page_state_adm_config_007_rejected,是,FROZEN_V1.2.2
STA-01425,ADM-CONFIG-007,ADMIN,实名认证配置,COMPLETED,任务条件满足或奖励已领取,展示结果和账本入口,查看记录/返回,与当前状态、权限或服务端version冲突的所有写操作,重复进入查询已有结果,page_state_adm_config_007_completed,是,FROZEN_V1.2.2
STA-01426,ADM-CONFIG-007,ADMIN,实名认证配置,CONFLICT,expectedVersion或状态机冲突,展示数据已变化和差异摘要,重新加载/放弃本地变更,与当前状态、权限或服务端version冲突的所有写操作,禁止盲目覆盖,page_state_adm_config_007_conflict,否,FROZEN_V1.2.2
STA-01427,ADM-CONFIG-007,ADMIN,实名认证配置,OFFLINE,网络不可用,只读页面可展示标记为缓存的数据；写操作禁用,重试网络,与当前状态、权限或服务端version冲突的所有写操作,恢复网络后主动刷新,page_state_adm_config_007_offline,否,FROZEN_V1.2.2
STA-01428,ADM-CONFIG-007,ADMIN,实名认证配置,NO_PERMISSION,后台角色或数据范围不足,隐藏敏感内容并记录访问拒绝,返回/申请权限,与当前状态、权限或服务端version冲突的所有写操作,禁止仅靠前端绕过,page_state_adm_config_007_no_permission,是,FROZEN_V1.2.2
STA-01429,ADM-CONFIG-008,ADMIN,域名与环境配置,LOADING,首屏数据请求进行中,显示与最终布局一致的骨架屏,返回,与当前状态、权限或服务端version冲突的所有写操作,失败后显示重试,page_state_adm_config_008_loading,否,FROZEN_V1.2.2
STA-01430,ADM-CONFIG-008,ADMIN,域名与环境配置,ACTIVE_VERSION,配置当前生效版本,只读展示值、来源、生效时间和审计,创建草稿/回滚申请,与当前状态、权限或服务端version冲突的所有写操作,秘密仅显示配置状态,page_state_adm_config_008_active_version,否,FROZEN_V1.2.2
STA-01431,ADM-CONFIG-008,ADMIN,域名与环境配置,DRAFT,存在未生效配置/规则/模板草稿,显示与当前版本差异,编辑/校验/提交审批,与当前状态、权限或服务端version冲突的所有写操作,不得影响运行时,page_state_adm_config_008_draft,否,FROZEN_V1.2.2
STA-01432,ADM-CONFIG-008,ADMIN,域名与环境配置,VALIDATING,正在验证一次性state或输入,显示处理中，不暴露敏感参数,返回（允许时）,与当前状态、权限或服务端version冲突的所有写操作,参数立即从URL清理,page_state_adm_config_008_validating,否,FROZEN_V1.2.2
STA-01433,ADM-CONFIG-008,ADMIN,域名与环境配置,PENDING_APPROVAL,敏感变更等待双人复核,锁定关键字段，展示审批进度,撤回（允许时）/查看审批,与当前状态、权限或服务端version冲突的所有写操作,申请人不得自审,page_state_adm_config_008_pending_approval,否,FROZEN_V1.2.2
STA-01434,ADM-CONFIG-008,ADMIN,域名与环境配置,ACTIVATING,配置版本原子激活中,显示步骤和回滚点,查询状态,与当前状态、权限或服务端version冲突的所有写操作,不得并行激活,page_state_adm_config_008_activating,否,FROZEN_V1.2.2
STA-01435,ADM-CONFIG-008,ADMIN,域名与环境配置,ERROR,请求失败且无法展示可靠内容,展示稳定错误码、requestId、重试和返回,重试/返回,与当前状态、权限或服务端version冲突的所有写操作,按错误码恢复,page_state_adm_config_008_error,否,FROZEN_V1.2.2
STA-01436,ADM-CONFIG-008,ADMIN,域名与环境配置,CONFLICT,expectedVersion或状态机冲突,展示数据已变化和差异摘要,重新加载/放弃本地变更,与当前状态、权限或服务端version冲突的所有写操作,禁止盲目覆盖,page_state_adm_config_008_conflict,否,FROZEN_V1.2.2
STA-01437,ADM-CONFIG-008,ADMIN,域名与环境配置,OFFLINE,网络不可用,只读页面可展示标记为缓存的数据；写操作禁用,重试网络,与当前状态、权限或服务端version冲突的所有写操作,恢复网络后主动刷新,page_state_adm_config_008_offline,否,FROZEN_V1.2.2
STA-01438,ADM-CONFIG-008,ADMIN,域名与环境配置,NO_PERMISSION,后台角色或数据范围不足,隐藏敏感内容并记录访问拒绝,返回/申请权限,与当前状态、权限或服务端version冲突的所有写操作,禁止仅靠前端绕过,page_state_adm_config_008_no_permission,是,FROZEN_V1.2.2
STA-01439,ADM-BUILD-001,ADMIN,构建中心首页,LOADING,首屏数据请求进行中,显示与最终布局一致的骨架屏,返回,与当前状态、权限或服务端version冲突的所有写操作,失败后显示重试,page_state_adm_build_001_loading,否,FROZEN_V1.2.2
STA-01440,ADM-BUILD-001,ADMIN,构建中心首页,CONTENT,核心数据完整且可交互,展示内容并按权限/状态机计算操作入口,页面定义的读写动作,与当前状态、权限或服务端version冲突的所有写操作,刷新或执行操作,page_state_adm_build_001_content,否,FROZEN_V1.2.2
STA-01441,ADM-BUILD-001,ADMIN,构建中心首页,PARTIAL_CONTENT,部分模块成功、部分模块失败,保留成功模块，失败模块显示局部重试,重试失败模块,与当前状态、权限或服务端version冲突的所有写操作,不得将局部失败升级为全页失败,page_state_adm_build_001_partial_content,否,FROZEN_V1.2.2
STA-01442,ADM-BUILD-001,ADMIN,构建中心首页,NO_PERMISSION,后台角色或数据范围不足,隐藏敏感内容并记录访问拒绝,返回/申请权限,与当前状态、权限或服务端version冲突的所有写操作,禁止仅靠前端绕过,page_state_adm_build_001_no_permission,是,FROZEN_V1.2.2
STA-01443,ADM-BUILD-001,ADMIN,构建中心首页,ERROR,请求失败且无法展示可靠内容,展示稳定错误码、requestId、重试和返回,重试/返回,与当前状态、权限或服务端version冲突的所有写操作,按错误码恢复,page_state_adm_build_001_error,否,FROZEN_V1.2.2
STA-01444,ADM-BUILD-001,ADMIN,构建中心首页,OFFLINE,网络不可用,只读页面可展示标记为缓存的数据；写操作禁用,重试网络,与当前状态、权限或服务端version冲突的所有写操作,恢复网络后主动刷新,page_state_adm_build_001_offline,否,FROZEN_V1.2.2
STA-01445,ADM-BUILD-002,ADMIN,构建配置,DRAFT,存在未生效配置/规则/模板草稿,显示与当前版本差异,编辑/校验/提交审批,与当前状态、权限或服务端version冲突的所有写操作,不得影响运行时,page_state_adm_build_002_draft,否,FROZEN_V1.2.2
STA-01446,ADM-BUILD-002,ADMIN,构建配置,QUEUED,构建、导出或异步任务排队,显示队列位置和提交快照,取消（允许时）/查看,与当前状态、权限或服务端version冲突的所有写操作,同一快照避免重复任务,page_state_adm_build_002_queued,否,FROZEN_V1.2.2
STA-01447,ADM-BUILD-002,ADMIN,构建配置,RUNNING,任务有效进行中,展示服务端进度、心跳和可见性,继续/取消,与当前状态、权限或服务端version冲突的所有写操作,本地计时不决定奖励,page_state_adm_build_002_running,否,FROZEN_V1.2.2
STA-01448,ADM-BUILD-002,ADMIN,构建配置,SUCCEEDED,异步任务成功,显示产物、校验和、过期时间,下载/发布/查看,与当前状态、权限或服务端version冲突的所有写操作,下载使用短时令牌,page_state_adm_build_002_succeeded,是,FROZEN_V1.2.2
STA-01449,ADM-BUILD-002,ADMIN,构建配置,FAILED,业务操作明确失败,展示业务原因和可执行下一步,修改后重试/返回,与当前状态、权限或服务端version冲突的所有写操作,保留非敏感上下文,page_state_adm_build_002_failed,是,FROZEN_V1.2.2
