key,group,type,default,secret,required,editable_by,approval,snapshot_on_business,runtime_reload,description,enum,lifecycle,required_in,reload_strategy,restart_required,secret_ref_policy,validator,owner,change_risk,rollback_supported,schema_version,display_name,ui_group,control_type,unit,min_value,max_value,step,pattern,option_source,help_text,risk_prompt,visible_when,enabled_when,dependency_keys,cross_field_rule_ids,approver_role,impact_scope,preview_strategy,rollback_strategy,audit_event,ui_order,ui_schema_version,maturity
props.refresh.daily_limit.month,props,integer,50,False,False,"['commerce_ops', 'operations_admin']",NONE,False,True,月会员每日刷新上限,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,props_owner,MEDIUM,True,1,月会员每日刷新上限,道具,NUMBER_INPUT,,,,,,none,月会员每日刷新上限。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-023;CFG-RULE-024,commerce_manager,道具领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.props.changed,8,1.2.2,FROZEN_OPERATIONAL_V1.2.2
props.refresh.daily_limit.quarter,props,integer,100,False,False,"['commerce_ops', 'operations_admin']",NONE,False,True,季会员每日刷新上限,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,props_owner,MEDIUM,True,1,季会员每日刷新上限,道具,NUMBER_INPUT,,,,,,none,季会员每日刷新上限。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-023;CFG-RULE-024,commerce_manager,道具领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.props.changed,9,1.2.2,FROZEN_OPERATIONAL_V1.2.2
props.refresh.daily_limit.year,props,integer,200,False,False,"['commerce_ops', 'operations_admin']",NONE,False,True,年会员每日刷新上限,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,props_owner,MEDIUM,True,1,年会员每日刷新上限,道具,NUMBER_INPUT,,,,,,none,年会员每日刷新上限。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-023;CFG-RULE-024,commerce_manager,道具领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.props.changed,10,1.2.2,FROZEN_OPERATIONAL_V1.2.2
props.max_stack_days,props,integer,365,False,False,"['commerce_ops', 'operations_admin']",NONE,False,True,持续道具最大叠加天数,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,props_owner,MEDIUM,True,1,持续道具最大叠加天数,道具,NUMBER_INPUT,天,0,3650,1,,none,持续道具最大叠加天数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-023;CFG-RULE-024,commerce_manager,道具领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.props.changed,11,1.2.2,FROZEN_OPERATIONAL_V1.2.2
referral.max_commission_level,referral,integer,2,False,False,"['growth_ops', 'risk_manager', 'finance_operator']",NONE,False,True,最大消费佣金层级,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_owner,MEDIUM,True,1,最大消费佣金层级,推广佣金,NUMBER_INPUT,,,,,,none,最大消费佣金层级。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-032;CFG-RULE-033;CFG-RULE-034,risk_manager,推广佣金领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral.changed,2,1.2.2,FROZEN_OPERATIONAL_V1.2.2
referral.binding_mode,referral,enum,FIRST_VALID,False,False,"['growth_ops', 'risk_manager', 'finance_operator']",NONE,False,True,邀请绑定模式,"['FIRST_VALID', 'LAST_BEFORE_REGISTER']",VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_owner,MEDIUM,True,1,邀请绑定模式,推广佣金,SELECT,,,,,,"enum:['FIRST_VALID', 'LAST_BEFORE_REGISTER']",邀请绑定模式。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-032;CFG-RULE-033;CFG-RULE-034,risk_manager,推广佣金领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral.changed,3,1.2.2,FROZEN_OPERATIONAL_V1.2.2
referral.relation_change_allowed,referral,boolean,False,False,False,"['growth_ops', 'risk_manager', 'finance_operator']",NONE,False,True,用户是否可自行更换邀请关系,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_owner,MEDIUM,True,1,用户是否可自行更换邀请关系,推广佣金,SWITCH,,,,,,none,用户是否可自行更换邀请关系。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-032;CFG-RULE-033;CFG-RULE-034,risk_manager,推广佣金领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral.changed,4,1.2.2,FROZEN_OPERATIONAL_V1.2.2
referral.attribution_days,referral,integer,30,False,False,"['growth_ops', 'risk_manager', 'finance_operator']",NONE,False,True,邀请归因窗口,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_owner,MEDIUM,True,1,邀请归因窗口,推广佣金,NUMBER_INPUT,天,0,3650,1,,none,邀请归因窗口。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-032;CFG-RULE-033;CFG-RULE-034,risk_manager,推广佣金领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral.changed,5,1.2.2,FROZEN_OPERATIONAL_V1.2.2
referral.block_self_invite,referral,boolean,True,False,False,"['growth_ops', 'risk_manager', 'finance_operator']",NONE,False,True,禁止自邀,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_owner,MEDIUM,True,1,禁止自邀,推广佣金,SWITCH,,,,,,none,禁止自邀。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-032;CFG-RULE-033;CFG-RULE-034,risk_manager,推广佣金领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral.changed,6,1.2.2,FROZEN_OPERATIONAL_V1.2.2
referral.block_same_device,referral,boolean,True,False,False,"['growth_ops', 'risk_manager', 'finance_operator']",NONE,False,True,同设备邀请风控,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_owner,MEDIUM,True,1,同设备邀请风控,推广佣金,SWITCH,,,,,,none,同设备邀请风控。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-032;CFG-RULE-033;CFG-RULE-034,risk_manager,推广佣金领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral.changed,7,1.2.2,FROZEN_OPERATIONAL_V1.2.2
referral.red_packet_principal_commissionable,referral,boolean,False,False,False,"['growth_ops', 'risk_manager', 'finance_operator']",NONE,False,True,红包本金是否参与分佣,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_owner,MEDIUM,True,1,红包本金是否参与分佣,推广佣金,SWITCH,,,,,,none,红包本金是否参与分佣。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-032;CFG-RULE-033;CFG-RULE-034,risk_manager,推广佣金领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral.changed,8,1.2.2,FROZEN_OPERATIONAL_V1.2.2
referral.commission.default_level1_bps,referral,integer,1500,False,False,"['growth_ops', 'risk_manager', 'finance_operator']",TWO_PERSON,True,True,默认一级比例，仅种子值，SKU可覆盖,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_owner,HIGH,True,1,默认一级比例，仅种子值，SKU可覆盖,推广佣金,NUMBER_INPUT,基点(1/10000),0,10000,1,,none,默认一级比例，仅种子值，SKU可覆盖。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-032;CFG-RULE-033;CFG-RULE-034,risk_manager,推广佣金领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral.changed,9,1.2.2,FROZEN_OPERATIONAL_V1.2.2
referral.commission.default_level2_bps,referral,integer,500,False,False,"['growth_ops', 'risk_manager', 'finance_operator']",TWO_PERSON,True,True,默认二级比例，仅种子值，SKU可覆盖,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_owner,HIGH,True,1,默认二级比例，仅种子值，SKU可覆盖,推广佣金,NUMBER_INPUT,基点(1/10000),0,10000,1,,none,默认二级比例，仅种子值，SKU可覆盖。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-032;CFG-RULE-033;CFG-RULE-034,risk_manager,推广佣金领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral.changed,10,1.2.2,FROZEN_OPERATIONAL_V1.2.2
referral_activity.enabled,referral_activity,boolean,True,False,False,"['growth_ops', 'risk_manager']",NONE,False,True,直推活跃奖励开关,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_activity_owner,MEDIUM,True,1,直推活跃奖励开关,直推活跃,SWITCH,,,,,,none,直推活跃奖励开关。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-035;CFG-RULE-036,risk_manager,直推活跃领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral_activity.changed,4,1.2.2,FROZEN_OPERATIONAL_V1.2.2
