字段ID,页面ID,平台,页面,区域,字段键,显示名称,字段角色,语义类型,控件类型,数据来源,必填条件,显示条件,可编辑条件,校验规则,默认值,选项来源,敏感级别,脱敏规则,帮助说明,错误提示,排序,关联operationId,成熟度
FLD-04474,ADM-BUILD-001,ADMIN,构建中心首页,表单输入,environment,环境,INPUT,string,TEXT_INPUT,adminAppBuildProfilePostAppBuildProfiles.request,必填,执行“创建构建Profile”且字段适用时显示,具备 app.build.write 且资源状态允许,必填；最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,环境不符合要求,25,adminAppBuildProfilePostAppBuildProfiles,FROZEN_V1.2.2
FLD-04475,ADM-BUILD-001,ADMIN,构建中心首页,表单输入,applicationIdSuffix,application Id Suffix,INPUT,string,TEXT_INPUT,adminAppBuildProfilePostAppBuildProfiles.request,可选；按业务条件或页面状态决定,执行“创建构建Profile”且字段适用时显示,具备 app.build.write 且资源状态允许,最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,application Id Suffix不符合要求,26,adminAppBuildProfilePostAppBuildProfiles,FROZEN_V1.2.2
FLD-04476,ADM-BUILD-001,ADMIN,构建中心首页,表单输入,apiBaseUrl,api Base Url,INPUT,string,TEXT_INPUT,adminAppBuildProfilePostAppBuildProfiles.request,必填,执行“创建构建Profile”且字段适用时显示,具备 app.build.write 且资源状态允许,必填；最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,api Base Url不符合要求,27,adminAppBuildProfilePostAppBuildProfiles,FROZEN_V1.2.2
FLD-04477,ADM-BUILD-001,ADMIN,构建中心首页,表单输入,webSocketUrl,web Socket Url,INPUT,string,TEXT_INPUT,adminAppBuildProfilePostAppBuildProfiles.request,必填,执行“创建构建Profile”且字段适用时显示,具备 app.build.write 且资源状态允许,必填；最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,web Socket Url不符合要求,28,adminAppBuildProfilePostAppBuildProfiles,FROZEN_V1.2.2
FLD-04478,ADM-BUILD-001,ADMIN,构建中心首页,表单输入,featureFlags,功能开关,INPUT,string,TEXT_INPUT,adminAppBuildProfilePostAppBuildProfiles.request,可选；按业务条件或页面状态决定,执行“创建构建Profile”且字段适用时显示,具备 app.build.write 且资源状态允许,最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,功能开关不符合要求,29,adminAppBuildProfilePostAppBuildProfiles,FROZEN_V1.2.2
FLD-04479,ADM-BUILD-001,ADMIN,构建中心首页,表单输入,signingProfileId,signing Profile Id,INPUT,string,TEXT_INPUT,adminAppBuildProfilePostAppBuildProfiles.request,可选；按业务条件或页面状态决定,执行“创建构建Profile”且字段适用时显示,具备 app.build.write 且资源状态允许,最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,signing Profile Id不符合要求,30,adminAppBuildProfilePostAppBuildProfiles,FROZEN_V1.2.2
FLD-04480,ADM-BUILD-001,ADMIN,构建中心首页,路由与筛选,id,ID,PATH_PARAM,string,TEXT_INPUT,adminAppBuildProfilePutAppBuildProfilesById.path,必填,执行“修改构建Profile”时显示,用户具备权限且页面状态允许,"必填；正则:^[A-Za-z0-9_-]{1,64}$",由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,路径资源标识：id,ID格式或范围不正确,31,adminAppBuildProfilePutAppBuildProfilesById,FROZEN_V1.2.2
FLD-04481,ADM-BUILD-001,ADMIN,构建中心首页,表单输入,expectedVersion,数据版本,INPUT,integer,NUMBER_INPUT,adminAppBuildProfilePutAppBuildProfilesById.request,必填,执行“修改构建Profile”且字段适用时显示,具备 app.build.write 且资源状态允许,必填；格式:int64,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,数据版本不符合要求,38,adminAppBuildProfilePutAppBuildProfilesById,FROZEN_V1.2.2
FLD-04482,ADM-BUILD-001,ADMIN,构建中心首页,主要内容,jobNo,任务编号,DISPLAY,string,TEXT,adminAppBuildJobGetAppBuildJobs.response.data.BuildJobResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,必填；最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,任务编号加载失败时显示字段级占位或隐藏,52,adminAppBuildJobGetAppBuildJobs,FROZEN_V1.2.2
FLD-04483,ADM-BUILD-001,ADMIN,构建中心首页,主要内容,profileId,构建配置,DISPLAY,string,TEXT,adminAppBuildJobGetAppBuildJobs.response.data.BuildJobResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,必填；最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,构建配置加载失败时显示字段级占位或隐藏,53,adminAppBuildJobGetAppBuildJobs,FROZEN_V1.2.2
FLD-04484,ADM-BUILD-001,ADMIN,构建中心首页,主要内容,gitRef,Git引用,DISPLAY,string,TEXT,adminAppBuildJobGetAppBuildJobs.response.data.BuildJobResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,Git引用加载失败时显示字段级占位或隐藏,54,adminAppBuildJobGetAppBuildJobs,FROZEN_V1.2.2
FLD-04485,ADM-BUILD-001,ADMIN,构建中心首页,主要内容,commitSha,提交SHA,DISPLAY,string,TEXT,adminAppBuildJobGetAppBuildJobs.response.data.BuildJobResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,"必填；最多64字符；正则:^[A-Fa-f0-9]{40,64}$",由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,提交SHA加载失败时显示字段级占位或隐藏,55,adminAppBuildJobGetAppBuildJobs,FROZEN_V1.2.2
FLD-04486,ADM-BUILD-001,ADMIN,构建中心首页,主要内容,steps,执行步骤,DISPLAY,array<BuildStepResource>,LIST,adminAppBuildJobGetAppBuildJobs.response.data.BuildJobResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,最多100项,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,执行步骤加载失败时显示字段级占位或隐藏,57,adminAppBuildJobGetAppBuildJobs,FROZEN_V1.2.2
FLD-04487,ADM-BUILD-001,ADMIN,构建中心首页,主要内容,artifactId,产物ID,DISPLAY,string,TEXT,adminAppBuildJobGetAppBuildJobs.response.data.BuildJobResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,产物ID加载失败时显示字段级占位或隐藏,58,adminAppBuildJobGetAppBuildJobs,FROZEN_V1.2.2
FLD-04488,ADM-BUILD-001,ADMIN,构建中心首页,主要内容,createdAt,创建时间,DISPLAY,string,DATETIME_TEXT,adminAppBuildJobGetAppBuildJobs.response.data.BuildJobResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,格式:date-time,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,创建时间加载失败时显示字段级占位或隐藏,59,adminAppBuildJobGetAppBuildJobs,FROZEN_V1.2.2
FLD-04489,ADM-BUILD-001,ADMIN,构建中心首页,主要内容,finishedAt,完成时间,DISPLAY,string,DATETIME_TEXT,adminAppBuildJobGetAppBuildJobs.response.data.BuildJobResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,格式:date-time,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,完成时间加载失败时显示字段级占位或隐藏,60,adminAppBuildJobGetAppBuildJobs,FROZEN_V1.2.2
FLD-04490,ADM-BUILD-001,ADMIN,构建中心首页,表单输入,profileId,构建配置,INPUT,string,TEXT_INPUT,adminAppBuildJobPostAppBuildJobs.request,必填,执行“基于批准Git Ref创建官方App构建任务”且字段适用时显示,具备 app.build.run 且资源状态允许,必填；最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,构建配置不符合要求,63,adminAppBuildJobPostAppBuildJobs,FROZEN_V1.2.2
FLD-04491,ADM-BUILD-001,ADMIN,构建中心首页,表单输入,gitRef,Git引用,INPUT,string,TEXT_INPUT,adminAppBuildJobPostAppBuildJobs.request,必填,执行“基于批准Git Ref创建官方App构建任务”且字段适用时显示,具备 app.build.run 且资源状态允许,必填；最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,Git引用不符合要求,64,adminAppBuildJobPostAppBuildJobs,FROZEN_V1.2.2
FLD-04492,ADM-BUILD-001,ADMIN,构建中心首页,表单输入,commitSha,提交SHA,INPUT,string,TEXT_INPUT,adminAppBuildJobPostAppBuildJobs.request,必填,执行“基于批准Git Ref创建官方App构建任务”且字段适用时显示,具备 app.build.run 且资源状态允许,"必填；最多64字符；正则:^[A-Fa-f0-9]{40,64}$",由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,提交SHA不符合要求,65,adminAppBuildJobPostAppBuildJobs,FROZEN_V1.2.2
FLD-04493,ADM-BUILD-001,ADMIN,构建中心首页,表单输入,reason,原因,INPUT,string,TEXT_INPUT,adminAppBuildJobPostAppBuildJobs.request,可选；按业务条件或页面状态决定,执行“基于批准Git Ref创建官方App构建任务”且字段适用时显示,具备 app.build.run 且资源状态允许,最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,原因不符合要求,66,adminAppBuildJobPostAppBuildJobs,FROZEN_V1.2.2
FLD-04494,ADM-BUILD-001,ADMIN,构建中心首页,表单输入,id,ID,INPUT,string,TEXT_INPUT,adminAppBuildJobGetAppBuildJobsById.request,必填,执行“构建任务详情”且字段适用时显示,具备 app.build.read 且资源状态允许,"必填；正则:^[A-Za-z0-9_-]{1,64}$",由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,路径资源标识：id,ID不符合要求,68,adminAppBuildJobGetAppBuildJobsById,FROZEN_V1.2.2
FLD-04495,ADM-BUILD-002,ADMIN,构建配置,页面头部,pageTitle,页面标题,UI_META,ui,TEXT,LOCAL_UI,必需,按页面状态显示,本地UI字段不可写入业务事实,按页面模板,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,页面标题不符合页面规格,1,,FROZEN_V1.2.2
FLD-04496,ADM-BUILD-002,ADMIN,构建配置,路由与筛选,page,页码,FILTER,integer,NUMBER_INPUT,adminAppBuildProfileGetAppBuildProfiles.query,可选；仅在对应操作/筛选时提交,执行“App构建Profile列表”时显示,用户具备权限且页面状态允许,≥1,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,页码；游标接口可忽略,页码格式或范围不正确,2,adminAppBuildProfileGetAppBuildProfiles,FROZEN_V1.2.2
FLD-04497,ADM-BUILD-002,ADMIN,构建配置,路由与筛选,pageSize,每页数量,FILTER,integer,NUMBER_INPUT,adminAppBuildProfileGetAppBuildProfiles.query,可选；仅在对应操作/筛选时提交,执行“App构建Profile列表”时显示,用户具备权限且页面状态允许,≥1；≤100,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,每页数量,每页数量格式或范围不正确,3,adminAppBuildProfileGetAppBuildProfiles,FROZEN_V1.2.2
FLD-04498,ADM-BUILD-002,ADMIN,构建配置,路由与筛选,cursor,游标,FILTER,string,FILTER_INPUT,adminAppBuildProfileGetAppBuildProfiles.query,可选；仅在对应操作/筛选时提交,执行“App构建Profile列表”时显示,用户具备权限且页面状态允许,最多256字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,游标；与page二选一,游标格式或范围不正确,4,adminAppBuildProfileGetAppBuildProfiles,FROZEN_V1.2.2
FLD-04499,ADM-BUILD-002,ADMIN,构建配置,路由与筛选,status,状态,FILTER,string,FILTER_INPUT,adminAppBuildProfileGetAppBuildProfiles.query,可选；仅在对应操作/筛选时提交,执行“App构建Profile列表”时显示,用户具备权限且页面状态允许,最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,状态筛选,状态格式或范围不正确,5,adminAppBuildProfileGetAppBuildProfiles,FROZEN_V1.2.2
